date,code,close,volume,pe,industry
2021-06-28,603259,144.92747116,17176639,111.727211,主板-沪
2021-06-29,603259,145.35072452,13684776,112.053504,主板-沪
2021-06-30,603259,144.08096444,15775108,111.074623,主板-沪
2021-07-01,603259,154.579488,26392592,119.168125,主板-沪
2021-07-02,603259,142.6639858,30159709,109.982249,主板-沪
2021-07-05,603259,141.58745008,28578577,109.152328,主板-沪
2021-07-06,603259,134.36453948,47440766,103.584056,主板-沪
2021-07-07,603259,144.09936676,37874990,111.161282,主板-沪
2021-07-08,603259,139.857632,22827231,107.889119,主板-沪
2021-07-09,603259,138.73509048,20098109,107.023167,主板-沪
2021-07-12,603259,147.8626412,30160520,114.064351,主板-沪
2021-07-13,603259,145.1943048,18237740,112.011029,主板-沪
2021-07-14,603259,148.33190036,26550436,114.485792,主板-沪
2021-07-15,603259,151.81914,17086478,117.177319,主板-沪
2021-07-16,603259,151.9111516,27316082,117.248336,主板-沪
2021-07-19,603259,154.4414706,17523286,119.201291,主板-沪
2021-07-20,603259,152.2331922,15451765,117.511991,主板-沪
2021-07-21,603259,153.4753488,14804149,118.470838,主板-沪
2021-07-22,603259,149.00358504,18402882,115.01899,主板-沪
2021-07-23,603259,141.697864,30392625,109.379551,主板-沪
2021-07-26,603259,136.85805384,34178935,105.6436,主板-沪
2021-07-27,603259,133.0487736,33480115,102.703137,主板-沪
2021-07-28,603259,140.5937248,33885487,108.527242,主板-沪
2021-07-29,603259,143.51969368,25471796,110.785859,主板-沪
2021-07-30,603259,138.0174,21261880,106.538523,主板-沪
2021-08-02,603259,140.5937248,28553145,108.532035,主板-沪
2021-08-03,603259,146.18803008,26365056,112.850588,主板-沪
2021-08-04,603259,146.18803008,25777584,112.850588,主板-沪
2021-08-05,603259,148.0926702,23912765,114.320884,主板-沪
2021-08-06,603259,135.4410752,50150355,104.556509,主板-沪
2021-08-09,603259,131.37416248,32938100,101.416973,主板-沪
2021-08-10,603259,134.02409656,24713448,103.462644,主板-沪
2021-08-11,603259,132.036646,14081815,101.928391,主板-沪
2021-08-12,603259,128.0801472,43967721,98.87409,主板-沪
2021-08-13,603259,127.65689384,30864651,104.553953,主板-沪
2021-08-16,603259,125.57743168,21538938,102.850825,主板-沪
2021-08-17,603259,119.5690742,39963065,97.933773,主板-沪
2021-08-18,603259,118.34531992,26580201,96.93145,主板-沪
2021-08-19,603259,120.305167,24679575,98.536674,主板-沪
2021-08-20,603259,113.174268,46291844,92.696068,主板-沪
2021-08-23,603259,114.08518284,35101386,93.442159,主板-沪
2021-08-24,603259,120.41558092,54131084,98.627109,主板-沪
2021-08-25,603259,121.80495608,32093437,99.765085,主板-沪
2021-08-26,603259,115.76899512,27887746,94.821295,主板-沪
2021-08-27,603259,119.55987304,30866369,97.933176,主板-沪
2021-08-30,603259,120.0291322,25969377,98.317553,主板-沪
2021-08-31,603259,122.1914048,25668471,100.065725,主板-沪
2021-09-01,603259,122.17300248,28971518,100.050655,主板-沪
2021-09-02,603259,118.25330832,29517146,96.843437,主板-沪
2021-09-03,603259,123.0195092,30672831,100.746713,主板-沪
2021-09-06,603259,129.40511424,37094386,105.976198,主板-沪
2021-09-07,603259,129.9203792,21379345,106.398174,主板-沪
2021-09-08,603259,128.73342956,19102192,105.428239,主板-沪
2021-09-09,603259,129.53393048,12715668,106.083822,主板-沪
2021-09-10,603259,129.5523328,17934808,106.098893,主板-沪
2021-09-13,603259,125.43021312,20879539,102.72373,主板-沪
2021-09-14,603259,130.61966736,27215316,106.973744,主板-沪
2021-09-15,603259,130.40804068,28993075,106.800428,主板-沪
2021-09-16,603259,132.64392256,27239656,108.633627,主板-沪
2021-09-17,603259,140.2256784,36402369,114.842986,主板-沪
2021-09-22,603259,141.13659324,22089637,115.589013,主板-沪
2021-09-23,603259,138.2934348,24124080,113.260504,主板-沪
2021-09-24,603259,138.82710208,17891650,113.69757,主板-沪
2021-09-27,603259,139.4895856,23423096,114.240135,主板-沪
2021-09-28,603259,138.91911368,16670469,113.772926,主板-沪
2021-09-29,603259,138.1094116,14999646,113.117511,主板-沪
2021-09-30,603259,140.5937248,17137376,115.15227,主板-沪
2021-10-08,603259,137.66775592,21921102,112.757552,主板-沪
2021-10-11,603259,130.52765576,29677743,107.000829,主板-沪
2021-10-12,603259,131.60419148,18847815,107.883326,主板-沪
2021-10-13,603259,137.097284,15706695,112.386321,主板-沪
2021-10-14,603259,132.37708892,20926366,108.516913,主板-沪
2021-10-15,603259,133.72045828,15644713,109.618148,主板-沪
2021-10-18,603259,132.2206692,16007696,108.388687,主板-沪
2021-10-19,603259,133.41682,15727095,109.369239,主板-沪
2021-10-20,603259,129.26709684,24956246,105.969604,主板-沪
2021-10-21,603259,129.9203792,13435877,106.505147,主板-沪
2021-10-22,603259,128.61381448,20538012,105.434061,主板-沪
2021-10-25,603259,128.1721588,15583183,105.072004,主板-沪
2021-10-26,603259,127.7121008,14725582,104.694861,主板-沪
2021-10-27,603259,124.74012612,18545282,102.258518,主板-沪
2021-10-28,603259,123.525573,20678714,101.262861,主板-沪
2021-10-29,603259,126.98520916,18634489,104.098975,主板-沪
2021-11-01,603259,119.78070088,43223639,92.616221,主板-沪
2021-11-02,603259,121.24368532,29251611,93.747423,主板-沪
2021-11-03,603259,121.85096188,20759063,94.220379,主板-沪
2021-11-04,603259,116.38547284,47986617,89.994229,主板-沪
2021-11-05,603259,116.3026624,25100847,89.930196,主板-沪
2021-11-08,603259,113.0822564,40585324,87.440041,主板-沪
2021-11-09,603259,116.83632968,30637249,90.342851,主板-沪
2021-11-10,603259,118.16129672,27876314,91.367372,主板-沪
2021-11-11,603259,119.71629276,24676370,92.569762,主板-沪
2021-11-12,603259,118.6029524,12788711,91.708879,主板-沪
2021-11-15,603259,120.86643776,19066701,93.459103,主板-沪
2021-11-16,603259,125.57743168,30805682,97.101845,主板-沪
2021-11-17,603259,125.6418398,23182522,97.151648,主板-沪
2021-11-18,603259,120.535196,22483384,93.202973,主板-沪
2021-11-19,603259,119.8911148,19287497,92.704941,主板-沪
2021-11-22,603259,118.5109408,19486241,91.637732,主板-沪
2021-11-23,603259,119.58747652,17203181,92.470155,主板-沪
2021-11-24,603259,122.35702568,21383790,94.611689,主板-沪
2021-11-25,603259,124.04083796,16598515,95.913685,主板-沪
2021-11-26,603259,128.50340056,31292141,99.364329,主板-沪
2021-11-29,603259,131.576588,30237731,101.740649,主板-沪
2021-11-30,603259,132.496704,17337075,102.452123,主板-沪
2021-12-01,603259,134.63137312,21286236,104.10274,主板-沪
2021-12-02,603259,130.2884256,21898971,100.7482,主板-沪
2021-12-03,603259,130.4724488,14177818,100.8905,主板-沪
2021-12-06,603259,125.79825952,19096191,97.276087,主板-沪
2021-12-07,603259,125.76145488,13291201,97.247627,主板-沪
2021-12-08,603259,128.356182,15634482,99.254053,主板-沪
2021-12-09,603259,130.11360356,19634032,100.613015,主板-沪
2021-12-10,603259,128.7242284,14618151,99.538652,主板-沪
2021-12-13,603259,124.47329248,23453631,96.251529,主板-沪
2021-12-14,603259,126.7919848,17027471,98.044505,主板-沪
2021-12-15,603259,114.11278632,49720223,88.240055,主板-沪
2021-12-16,603259,114.97769536,81618258,88.908863,主板-沪
2021-12-17,603259,114.8304768,53842740,88.796804,主板-沪
2021-12-20,603259,105.24286808,64964058,81.38284,主板-沪
2021-12-21,603259,108.573688,35500182,83.958517,主板-沪
2021-12-22,603259,106.49422584,22402459,82.350498,主板-沪
2021-12-23,603259,105.77653536,21119768,81.795518,主板-沪
2021-12-24,603259,103.08059548,26916806,79.710785,主板-沪
2021-12-27,603259,105.06804604,23917666,81.247653,主板-沪
2021-12-28,603259,109.5858156,43804983,84.741181,主板-沪
2021-12-29,603259,109.66862604,26986445,84.805217,主板-沪
2021-12-30,603259,110.42312116,17329148,85.388658,主板-沪
2021-12-31,603259,109.10735528,17207306,84.371194,主板-沪
2022-01-04,603259,100.1086208,63180219,77.412599,主板-沪
