date,factor,IC,year
2021-01-29,factor_momentum_20,0.24491699649762227,2021
2021-01-29,factor_vol_60,-0.05320310942794496,2021
2021-02-01,factor_pe,0.011657507332213327,2021
2021-02-01,factor_momentum_20,0.41163244967111806,2021
2021-02-01,factor_vol_60,0.0701922036504456,2021
2021-02-02,factor_pe,-0.02297673623964235,2021
2021-02-02,factor_momentum_20,0.3734924115151341,2021
2021-02-02,factor_vol_60,0.0843042227853868,2021
2021-02-03,factor_pe,0.09993109143198835,2021
2021-02-03,factor_momentum_20,0.18215211139269333,2021
2021-02-03,factor_vol_60,0.12881574076710609,2021
2021-02-04,factor_pe,0.010559526182408378,2021
2021-02-04,factor_momentum_20,-0.04908909706996211,2021
2021-02-04,factor_vol_60,0.13614168968364698,2021
2021-02-05,factor_pe,0.11040519376975422,2021
2021-02-05,factor_momentum_20,-0.28184515504427793,2021
2021-02-05,factor_vol_60,0.30180927702952803,2021
2021-02-08,factor_pe,-0.17286938694154155,2021
2021-02-08,factor_momentum_20,-0.336630314075002,2021
2021-02-08,factor_vol_60,-0.008627808308892619,2021
2021-02-09,factor_pe,-0.33469859620148623,2021
2021-02-09,factor_momentum_20,-0.2754691192801616,2021
2021-02-09,factor_vol_60,-0.21321222130470677,2021
2021-02-10,factor_pe,-0.39595090976394526,2021
2021-02-10,factor_momentum_20,-0.4368974059625842,2021
2021-02-10,factor_vol_60,-0.2713391611378455,2021
2021-02-18,factor_pe,-0.5143825279763089,2021
2021-02-18,factor_momentum_20,-0.43593382499501676,2021
2021-02-18,factor_vol_60,-0.40287593610296407,2021
2021-02-19,factor_pe,-0.5383217061989235,2021
2021-02-19,factor_momentum_20,-0.2960209573165522,2021
2021-02-19,factor_vol_60,-0.48591019106466565,2021
2021-02-22,factor_pe,-0.3490657478857597,2021
2021-02-22,factor_momentum_20,-0.21190466698937888,2021
2021-02-22,factor_vol_60,-0.28596827927902263,2021
2021-02-23,factor_pe,-0.3458629232039635,2021
2021-02-23,factor_momentum_20,-0.32890572055012945,2021
2021-02-23,factor_vol_60,-0.31310344827586195,2021
2021-02-24,factor_pe,-0.41050713289102747,2021
2021-02-24,factor_momentum_20,0.10407016145106633,2021
2021-02-24,factor_vol_60,-0.2427050884136791,2021
2021-02-25,factor_pe,-0.49766906802585475,2021
2021-02-25,factor_momentum_20,0.14053361428286676,2021
2021-02-25,factor_vol_60,-0.4099672541928869,2021
2021-02-26,factor_pe,-0.4219584840115036,2021
2021-02-26,factor_momentum_20,0.07144053076682134,2021
2021-02-26,factor_vol_60,-0.3920783621401519,2021
2021-03-01,factor_pe,-0.6069478060309232,2021
2021-03-01,factor_momentum_20,0.22466357242518287,2021
2021-03-01,factor_vol_60,-0.629497423047353,2021
2021-03-02,factor_pe,-0.6328574276032914,2021
2021-03-02,factor_momentum_20,0.2720772231555567,2021
2021-03-02,factor_vol_60,-0.6407938722628774,2021
2021-03-03,factor_pe,-0.4928762208491128,2021
2021-03-03,factor_momentum_20,0.1276038611577778,2021
2021-03-03,factor_vol_60,-0.6600358780147496,2021
2021-03-04,factor_pe,-0.18841197072809582,2021
2021-03-04,factor_momentum_20,0.12200005694922972,2021
2021-03-04,factor_vol_60,-0.3028890344258093,2021
2021-03-05,factor_pe,-0.2534115436088726,2021
2021-03-05,factor_momentum_20,0.2987157948688743,2021
2021-03-05,factor_vol_60,-0.1963757510179674,2021
2021-03-08,factor_pe,-0.331021953928073,2021
2021-03-08,factor_momentum_20,0.29085907913095466,2021
2021-03-08,factor_vol_60,-0.15306016686124313,2021
2021-03-09,factor_pe,-0.3345573621116773,2021
2021-03-09,factor_momentum_20,0.22770238332526543,2021
2021-03-09,factor_vol_60,-0.0986417608701842,2021
2021-03-10,factor_pe,-0.2991941683988723,2021
2021-03-10,factor_momentum_20,0.17604032005467118,2021
2021-03-10,factor_vol_60,-0.08869386941541613,2021
2021-03-11,factor_pe,-0.3077524986474557,2021
2021-03-11,factor_momentum_20,-0.013299923118539817,2021
2021-03-11,factor_vol_60,-0.1345881146957487,2021
2021-03-12,factor_pe,-0.18206782653264608,2021
2021-03-12,factor_momentum_20,-0.015969703009766786,2021
2021-03-12,factor_vol_60,-0.15707394857484547,2021
2021-03-15,factor_pe,0.16826333323841788,2021
2021-03-15,factor_momentum_20,-0.29638315441783636,2021
2021-03-15,factor_vol_60,0.1708602181155499,2021
2021-03-16,factor_pe,0.16882826959765362,2021
2021-03-16,factor_momentum_20,-0.2774486745066772,2021
2021-03-16,factor_vol_60,0.047355562516016955,2021
2021-03-17,factor_pe,-0.0602260884421538,2021
2021-03-17,factor_momentum_20,0.015776075628577118,2021
2021-03-17,factor_vol_60,-0.36847404538853595,2021
2021-03-18,factor_pe,-0.07116717446396535,2021
2021-03-18,factor_momentum_20,0.08226771832910956,2021
2021-03-18,factor_vol_60,-0.4041060394658161,2021
2021-03-19,factor_pe,0.0897485691506022,2021
2021-03-19,factor_momentum_20,-0.19079017056294306,2021
2021-03-19,factor_vol_60,-0.07333807910248011,2021
2021-03-22,factor_pe,0.176464022324098,2021
2021-03-22,factor_momentum_20,-0.18942111107947257,2021
2021-03-22,factor_vol_60,-0.13091602836071636,2021
2021-03-23,factor_pe,0.25738887781542746,2021
2021-03-23,factor_momentum_20,-0.3137230558956689,2021
2021-03-23,factor_vol_60,0.13402317833651295,2021
2021-03-24,factor_pe,0.21751758307468883,2021
2021-03-24,factor_momentum_20,-0.3180170278196986,2021
2021-03-24,factor_vol_60,0.34531393262906107,2021
2021-03-25,factor_pe,0.21689114154731048,2021
2021-03-25,factor_momentum_20,-0.20627808308892615,2021
2021-03-25,factor_vol_60,0.4006617500498304,2021
2021-03-26,factor_pe,0.2854443463652153,2021
2021-03-26,factor_momentum_20,-0.2454432073806201,2021
2021-03-26,factor_vol_60,0.24258435604658438,2021
2021-03-29,factor_pe,0.35981776246476255,2021
2021-03-29,factor_momentum_20,-0.3978598479455564,2021
2021-03-29,factor_vol_60,0.363959110453031,2021
2021-03-30,factor_pe,0.042929468378940155,2021
2021-03-30,factor_momentum_20,-0.10022039351917761,2021
2021-03-30,factor_vol_60,0.18731398957829087,2021
2021-03-31,factor_pe,0.39019448161963594,2021
2021-03-31,factor_momentum_20,-0.3217916227683019,2021
2021-03-31,factor_vol_60,0.5060588285543436,2021
2021-04-01,factor_pe,0.117842763176628,2021
2021-04-01,factor_momentum_20,-0.06505310515675274,2021
2021-04-01,factor_vol_60,0.16258435604658442,2021
2021-04-02,factor_pe,-0.28624163558187865,2021
2021-04-02,factor_momentum_20,0.11881773399014774,2021
2021-04-02,factor_vol_60,-0.22730601668612424,2021
2021-04-06,factor_pe,-0.25149804948888055,2021
2021-04-06,factor_momentum_20,0.01108345909621572,2021
2021-04-06,factor_vol_60,-0.3146570232637602,2021
2021-04-07,factor_pe,-0.010846550300407183,2021
2021-04-07,factor_momentum_20,-0.04512087474016912,2021
2021-04-07,factor_vol_60,-0.161039892935448,2021
2021-04-08,factor_pe,-0.11777898003929492,2021
2021-04-08,factor_momentum_20,0.06695293146160196,2021
2021-04-08,factor_vol_60,-0.1428844784874284,2021
2021-04-09,factor_pe,-0.060426549730914866,2021
2021-04-09,factor_momentum_20,0.1014664426663629,2021
2021-04-09,factor_vol_60,-0.07030382414077847,2021
2021-04-12,factor_pe,0.40073236709473486,2021
2021-04-12,factor_momentum_20,-0.12716876904239865,2021
2021-04-12,factor_vol_60,0.4857438993137616,2021
2021-04-13,factor_pe,0.37073151285628847,2021
2021-04-13,factor_momentum_20,0.005657336484524045,2021
2021-04-13,factor_vol_60,0.5379982345738772,2021
2021-04-14,factor_pe,0.2657558586520116,2021
2021-04-14,factor_momentum_20,0.16412881915772082,2021
2021-04-14,factor_vol_60,0.37639454426378866,2021
2021-04-15,factor_pe,0.27372191691107367,2021
2021-04-15,factor_momentum_20,0.032749224066744485,2021
2021-04-15,factor_vol_60,0.3338853612004896,2021
2021-04-16,factor_pe,0.4297309148893759,2021
2021-04-16,factor_momentum_20,-0.0992226430137532,2021
2021-04-16,factor_vol_60,0.5012545915316493,2021
2021-04-19,factor_pe,0.22878897462911804,2021
2021-04-19,factor_momentum_20,-0.037177596173011744,2021
2021-04-19,factor_vol_60,0.33061647541216993,2021
2021-04-20,factor_pe,0.18465787750220672,2021
2021-04-20,factor_momentum_20,0.03308636350693356,2021
2021-04-20,factor_vol_60,0.21010507132891018,2021
2021-04-21,factor_pe,0.2378006207466043,2021
2021-04-21,factor_momentum_20,0.18389703579259084,2021
2021-04-21,factor_vol_60,0.31527663088356717,2021
2021-04-22,factor_pe,0.13864517782396987,2021
2021-04-22,factor_momentum_20,0.16737720322332633,2021
2021-04-22,factor_vol_60,0.13682508044078698,2021
2021-04-23,factor_pe,0.12407073094336395,2021
2021-04-23,factor_momentum_20,0.19490646089011637,2021
2021-04-23,factor_vol_60,0.048943307041772244,2021
2021-04-26,factor_pe,0.02886756456618923,2021
2021-04-26,factor_momentum_20,0.25323841795039714,2021
2021-04-26,factor_vol_60,0.057150830035023754,2021
2021-04-27,factor_pe,-0.23500783051909213,2021
2021-04-27,factor_momentum_20,0.11065577038070555,2021
2021-04-27,factor_vol_60,0.009085680116176425,2021
2021-04-28,factor_pe,-0.22099148609015054,2021
2021-04-28,factor_momentum_20,0.13776815968564018,2021
2021-04-28,factor_vol_60,-0.04656738517611547,2021
2021-04-29,factor_pe,-0.17162333779435626,2021
2021-04-29,factor_momentum_20,0.06510094250975253,2021
2021-04-29,factor_vol_60,-0.06368632364247272,2021
2021-04-30,factor_pe,-0.2238662832085195,2021
2021-04-30,factor_momentum_20,0.04985449471795892,2021
2021-04-30,factor_vol_60,-0.05396395113756084,2021
2021-05-06,factor_pe,-0.15841567242803034,2021
2021-05-06,factor_momentum_20,0.026806002448816868,2021
